,Rank,Player,Team,CurrentSalary,RoundSalary,RoundScore,RoundValue,Year,Round 
2402,27,Hugh Greenwood,Crows,"$416,100","$428,400",116,27.1,2018,7
2403,28,Tim Kelly,Cats,"$476,100","$367,600",115,31.3,2018,7
2404,28,Callum Sinclair,Swans,"$357,100","$517,200",115,22.2,2018,7
2405,30,Luke Dunstan,Saints,"$322,100","$472,800",114,24.1,2018,7
2406,30,Stefan Martin,Lions,"$296,300","$532,700",114,21.4,2018,7
2407,30,Lachlan Hunter,Bulldogs,"$392,100","$511,700",114,22.3,2018,7
2408,30,Jarrod Witts,Suns,"$605,100","$475,300",114,24.0,2018,7
2409,30,Jack Henry,Cats,"$338,600","$217,800",114,52.3,2018,7
2410,35,Josh Thomas,Magpies,"$287,300","$393,000",113,28.8,2018,7
2411,36,Jarryd Roughead,Hawks,"$373,700","$405,000",112,27.7,2018,7
2412,36,Tom Bellchambers,Bombers,"$314,300","$458,800",112,24.4,2018,7
2413,38,Elliot Yeo,Eagles,"$337,000","$532,000",111,20.9,2018,7
2414,39,Adam Treloar,Magpies,"$530,600","$591,200",110,18.6,2018,7
2415,39,Brodie Grundy,Magpies,"$512,900","$631,100",110,17.4,2018,7
2416,41,Willie Rioli,Eagles,"$342,200","$210,200",109,51.9,2018,7
2417,42,Patrick Dangerfield,Cats,"$457,300","$640,000",108,16.9,2018,7
2418,42,Dayne Beams,Lions,"$441,700","$472,500",108,22.9,2018,7
2419,42,Tom Hawkins,Cats,"$519,500","$435,900",108,24.8,2018,7
2420,45,Tom Hickey,Saints,"$465,900","$355,400",107,30.1,2018,7
2421,45,Sebastian Ross,Saints,"$536,200","$521,900",107,20.5,2018,7
2422,45,Lewis Taylor,Lions,"$188,400","$374,600",107,28.6,2018,7
2423,45,Heath Grundy,Swans,"$419,000","$353,300",107,30.3,2018,7
2424,45,Andrew Gaff,Eagles,"$463,900","$552,800",107,19.4,2018,7
2425,50,Jaeger O'Meara,Hawks,"$472,400","$438,700",106,24.2,2018,7
2426,50,Robbie Gray,Power,"$365,400","$581,500",106,18.2,2018,7
2427,50,Mark Hutchings,Eagles,"$173,800","$282,000",106,37.6,2018,7
2428,50,Ben Jacobs,Kangaroos,"$348,500","$311,400",106,34.0,2018,7
2429,54,Jimmy Webster,Saints,"$333,600","$443,700",105,23.7,2018,7
2430,54,Dale Thomas,Blues,"$485,200","$392,700",105,26.7,2018,7
2431,56,Shannon Hurn,Eagles,"$577,800","$480,800",104,21.6,2018,7
2432,57,Zak Jones,Swans,"$352,400","$422,500",103,24.4,2018,7
2433,57,Shane Edwards,Tigers,"$326,200","$415,200",103,24.8,2018,7
2434,59,Andrew McGrath,Bombers,"$478,700","$323,700",102,31.5,2018,7
2435,59,Dyson Heppell,Bombers,"$481,000","$508,600",102,20.1,2018,7
2436,59,Rhys Stanley,Cats,"$438,500","$408,100",102,25.0,2018,7
2437,62,Jack Steven,Saints,"$400,000","$481,100",101,21.0,2018,7
2438,63,Mitch Robinson,Lions,"$301,000","$474,800",100,21.1,2018,7
2439,63,Angus Brayshaw,Demons,"$550,300","$333,400",100,30.0,2018,7
2440,65,Dan Houston,Power,"$545,100","$390,400",99,25.4,2018,7
2441,65,Sam Lloyd,Tigers,"$317,600","$345,700",99,28.6,2018,7
2442,65,Trent Dumont,Kangaroos,"$345,500","$382,900",99,25.9,2018,7
2443,65,Michael Hibberd,Demons,"$339,700","$438,600",99,22.6,2018,7
2444,65,Jordan Murdoch,Cats,"$253,000","$369,000",99,26.8,2018,7
2445,70,Alex Rance,Tigers,"$448,100","$472,700",98,20.7,2018,7
2446,70,Blake Hardwick,Hawks,"$391,700","$308,800",98,31.7,2018,7
2447,70,Nick Haynes,Giants,"$318,700","$380,500",98,25.8,2018,7
2448,70,Luke Dahlhaus,Bulldogs,"$225,800","$455,000",98,21.5,2018,7
2449,74,Brad Ebert,Power,"$347,100","$510,100",97,19.0,2018,7
2450,74,Ben Brown,Kangaroos,"$339,100","$529,900",97,18.3,2018,7
2451,74,Kade Simpson,Blues,"$407,300","$521,500",97,18.6,2018,7
2452,74,Michael Hurley,Bombers,"$349,600","$549,700",97,17.6,2018,7
2453,78,Ben McEvoy,Hawks,"$491,400","$463,000",96,20.7,2018,7
2454,79,Nathan Jones,Demons,"$227,900","$476,000",95,20.0,2018,7
2455,79,David Astbury,Tigers,"$334,200","$414,900",95,22.9,2018,7
2456,79,James Stewart,Bombers,"$254,600","$349,500",95,27.2,2018,7
2457,79,Liam Shiels,Hawks,"$313,800","$421,500",95,22.5,2018,7
2458,79,Travis Boak,Power,"$580,200","$466,500",95,20.4,2018,7
2459,79,Bryce Gibbs,Crows,"$290,100","$517,000",95,18.4,2018,7
2460,85,Patrick Cripps,Blues,"$611,900","$573,500",94,16.4,2018,7
2461,85,Steele Sidebottom,Magpies,"$409,200","$553,000",94,17.0,2018,7
2462,85,Mitch McGovern,Crows,"$338,400","$370,300",94,25.4,2018,7
2463,85,Thomas Jonas,Power,"$344,500","$459,200",94,20.5,2018,7
2464,85,Jordan Lewis,Demons,"$370,800","$426,800",94,22.0,2018,7
2465,85,Josh Dunkley,Bulldogs,"$596,400","$368,600",94,25.5,2018,7
2466,91,Nicholas Naitanui,Eagles,"$537,500","$480,300",93,19.4,2018,7
2467,91,Josh Jenkins,Crows,"$323,400","$389,100",93,23.9,2018,7
2468,91,Dylan Grimes,Tigers,"$322,300","$286,600",93,32.4,2018,7
2469,91,Jack Riewoldt,Tigers,"$387,300","$450,400",93,20.6,2018,7
2470,91,Sam Jacobs,Crows,"$445,800","$440,400",93,21.1,2018,7
2471,96,Jeremy Howe,Magpies,"$463,800","$463,300",92,19.9,2018,7
2472,96,Kamdyn Mcintosh,Tigers,"$393,700","$294,800",92,31.2,2018,7
2473,96,Cameron Ellis-Yolmen,Crows,"$273,800","$391,400",92,23.5,2018,7
2474,96,Ryan Clarke,Kangaroos,"$313,100","$335,400",92,27.4,2018,7
2475,96,Ben Ainsworth,Suns,"$415,400","$243,100",92,37.8,2018,7
2476,101,David Zaharakis,Bombers,"$322,100","$491,700",91,18.5,2018,7
2477,101,Mark Blicavs,Cats,"$537,200","$388,900",91,23.4,2018,7
2478,101,Jack Martin,Suns,"$297,300","$429,700",91,21.2,2018,7
2479,104,Bailey Williams,Bulldogs,"$317,000","$423,900",90,21.2,2018,7
2480,104,David MacKay,Crows,"$282,000","$341,500",90,26.4,2018,7
2481,104,Jason Johannisen,Bulldogs,"$298,700","$438,700",90,20.5,2018,7
2482,104,Isaac Smith,Hawks,"$436,300","$471,200",90,19.1,2018,7
2483,104,Luke Breust,Hawks,"$350,300","$495,200",90,18.2,2018,7
2484,104,Devon Smith,Bombers,"$322,000","$452,100",90,19.9,2018,7
2485,110,Brendon Goddard,Bombers,"$298,300","$507,300",89,17.5,2018,7
2486,110,Touk Miller,Suns,"$662,400","$398,600",89,22.3,2018,7
2487,110,Daniel Rich,Lions,"$531,200","$502,800",89,17.7,2018,7
2488,110,George Hewett,Swans,"$613,300","$322,200",89,27.6,2018,7
2489,114,Isaac Heeney,Swans,"$557,100","$560,400",88,15.7,2018,7
2490,114,Jarrad McVeigh,Swans,"$384,800","$449,100",88,19.6,2018,7
2491,114,Tom Cole,Eagles,"$182,300","$170,400",88,51.6,2018,7
2492,114,Luke Parker,Swans,"$572,100","$482,500",88,18.2,2018,7
2493,114,Heath Shaw,Giants,"$372,800","$435,900",88,20.2,2018,7
2494,114,Bernie Vince,Demons,"$273,500","$397,800",88,22.1,2018,7
2495,114,Zach Tuohy,Cats,"$498,100","$418,200",88,21.0,2018,7
2496,114,Josh Caddy,Tigers,"$363,300","$438,800",88,20.1,2018,7
2497,122,Dustin Martin,Tigers,"$480,400","$608,000",87,14.3,2018,7
2498,122,Paul Seedsman,Crows,"$422,000","$429,200",87,20.3,2018,7
2499,122,Maverick Weller,Saints,"$334,500","$350,300",87,24.8,2018,7
2500,122,Caleb Daniel,Bulldogs,"$495,200","$432,300",87,20.1,2018,7
2501,122,Jed Anderson,Kangaroos,"$440,900","$367,700",87,23.7,2018,7
2502,127,Eddie Betts,Crows,"$212,600","$390,400",86,22.0,2018,7
2503,127,Darcy Byrne-Jones,Power,"$460,400","$330,000",86,26.1,2018,7
2504,127,Jack Gunston,Hawks,"$393,700","$469,500",86,18.3,2018,7
2505,127,Jack Crisp,Magpies,"$520,300","$444,900",86,19.3,2018,7
2506,127,Tom McDonald,Demons,"$365,800","$465,800",86,18.5,2018,7
2507,127,Jake Kelly,Crows,"$332,200","$340,700",86,25.2,2018,7
2508,133,Justin Westhoff,Power,"$335,100","$511,800",85,16.6,2018,7
2509,133,Aaron Young,Suns,"$325,700","$325,300",85,26.1,2018,7
2510,133,Sam Menegola,Cats,"$344,000","$552,000",85,15.4,2018,7
2511,133,Matthew Wright,Blues,"$298,100","$364,800",85,23.3,2018,7
2512,137,Kieren Jack,Swans,"$244,600","$343,200",84,24.5,2018,7
2513,137,Phil Davis,Giants,"$296,000","$404,800",84,20.8,2018,7
2514,137,Jaidyn Stephenson,Magpies,"$377,500","$322,600",84,26.0,2018,7
2515,137,Callan Ward,Giants,"$469,200","$523,000",84,16.1,2018,7
2516,141,Thomas Stewart,Cats,"$604,000","$400,200",83,20.7,2018,7
2517,141,Travis Varcoe,Magpies,"$262,600","$319,500",83,26.0,2018,7
2518,141,Jamie Cripps,Eagles,"$398,400","$412,800",83,20.1,2018,7
2519,141,Will Hayward,Swans,"$377,100","$273,900",83,30.3,2018,7
2520,141,Dylan Shiel,Giants,"$509,100","$464,100",83,17.9,2018,7
2521,146,Cale Hooker,Bombers,"$295,400","$380,900",82,21.5,2018,7
2522,146,Bradley Sheppard,Eagles,"$347,400","$359,000",82,22.8,2018,7
2523,146,Lachie Whitfield,Giants,"$473,800","$490,600",82,16.7,2018,7
2524,146,Jacob Townsend,Tigers,"$238,200","$259,900",82,31.6,2018,7
2525,146,Jeremy McGovern,Eagles,"$483,400","$458,700",82,17.9,2018,7
2526,146,Bachar Houli,Tigers,"$471,600","$451,600",82,18.2,2018,7
2527,146,Tom Lynch,Crows,"$413,200","$446,500",82,18.4,2018,7
2528,146,Jack Newnes,Saints,"$320,900","$340,400",82,24.1,2018,7
2529,146,Mitchell Wallis,Bulldogs,"$213,500","$477,300",82,17.2,2018,7
2530,146,Jason Castagna,Tigers,"$281,800","$400,700",82,20.5,2018,7
2531,156,Jack Bowes,Suns,"$277,500","$278,300",81,29.1,2018,7
2532,156,Callum Ah Chee,Suns,"$293,300","$293,000",81,27.6,2018,7
2533,156,Steven Motlop,Power,"$257,500","$309,600",81,26.2,2018,7
2534,156,Toby Nankervis,Tigers,"$531,100","$475,000",81,17.1,2018,7
2535,160,Harris Andrews,Lions,"$438,400","$441,200",80,18.1,2018,7
2536,160,Jake Lloyd,Swans,"$507,300","$459,700",80,17.4,2018,7
2537,160,Jackson Thurlow,Cats,"$346,300","$298,500",80,26.8,2018,7
2538,160,Scott Selwood,Cats,"$382,700","$456,500",80,17.5,2018,7
2539,160,James Harmes,Demons,"$432,700","$358,500",80,22.3,2018,7
2540,165,Tim Taranto,Giants,"$503,100","$441,800",79,17.9,2018,7
2541,165,Jade Gresham,Saints,"$481,800","$308,700",79,25.6,2018,7
2542,165,Jared Polec,Power,"$246,900","$524,500",79,15.1,2018,7
2543,165,Liam Duggan,Eagles,"$435,200","$362,600",79,21.8,2018,7
2544,169,Dougal Howard,Power,"$370,500","$334,000",78,23.4,2018,7
2545,169,Jack Higgins,Tigers,"$341,700","$196,900",78,39.6,2018,7
2546,169,Charlie Spargo,Demons,"$308,600","$117,300",78,66.5,2018,7
2547,169,Mark Baguley,Bombers,"$289,100","$310,700",78,25.1,2018,7
2548,173,Taylor Duryea,Hawks,"$311,500","$375,600",77,20.5,2018,7
2549,173,Jarrod Harbrow,Suns,"$291,100","$420,400",77,18.3,2018,7
2550,173,Brendan Whitecross,Hawks,"$278,100","$316,100",77,24.4,2018,7
2551,173,Ryan Burton,Hawks,"$455,000","$324,000",77,23.8,2018,7
2552,173,Dom Tyson,Demons,"$243,900","$422,400",77,18.2,2018,7
2553,173,Luke Hodge,Lions,"$337,200","$418,500",77,18.4,2018,7
2554,173,Todd Goldstein,Kangaroos,"$513,300","$442,700",77,17.4,2018,7
2555,173,Robbie Tarrant,Kangaroos,"$317,600","$432,600",77,17.8,2018,7
2556,173,Samuel Wright,Kangaroos,"$315,600","$235,700",77,32.7,2018,7
2557,173,Sam Day,Suns,"$235,600","$275,000",77,28.0,2018,7
2558,173,Reece Conca,Tigers,"$309,100","$388,400",77,19.8,2018,7
2559,184,Jacob Hopper,Giants,"$332,000","$348,600",76,21.8,2018,7
2560,184,Mason Cox,Magpies,"$335,100","$281,400",76,27.0,2018,7
2561,184,Billy Gowers,Bulldogs,"$205,300","$220,800",76,34.4,2018,7
2562,184,David Swallow,Suns,"$474,500","$508,300",76,15.0,2018,7
2563,184,Samuel Murray,Magpies,"$385,000","$327,400",76,23.2,2018,7
2564,184,Oliver Wines,Power,"$580,700","$507,500",76,15.0,2018,7
2565,190,Jack Steele,Saints,"$604,400","$474,300",75,15.8,2018,7
2566,190,Aaron Naughton,Bulldogs,"$436,800","$282,300",75,26.6,2018,7
2567,190,Matthew Suckling,Bulldogs,"$267,300","$462,400",75,16.2,2018,7
2568,190,Christopher Mayne,Magpies,"$449,600","$255,100",75,29.4,2018,7
2569,190,Adam Cerra,Dockers,"$504,400","$241,100",75,31.1,2018,7
2570,190,Scott Thompson,Kangaroos,"$368,000","$459,900",75,16.3,2018,7
2571,190,Joel Hamling,Dockers,"$169,600","$313,300",75,23.9,2018,7
2572,197,Callum Mills,Swans,"$642,400","$410,900",74,18.0,2018,7
2573,197,Paddy Dow,Blues,"$251,100","$241,900",74,30.6,2018,7
2574,197,Tim Membrey,Saints,"$417,200","$331,700",74,22.3,2018,7
2575,200,Cameron Rayner,Lions,"$390,700","$290,900",73,25.1,2018,7
2576,200,Jamie MacMillan,Kangaroos,"$347,500","$405,700",73,18.0,2018,7
2577,200,Daniel Butler,Tigers,"$299,000","$280,300",73,26.0,2018,7
2578,200,Esava Ratugolea,Cats,"$174,000","$246,700",73,29.6,2018,7
2579,204,Ben Cunnington,Kangaroos,"$419,000","$517,900",72,13.9,2018,7
2580,204,Shane Savage,Saints,"$456,900","$483,700",72,14.9,2018,7
2581,204,Chris Masten,Eagles,"$332,600","$450,500",72,16.0,2018,7
2582,204,Zachary Merrett,Bombers,"$617,500","$506,100",72,14.2,2018,7
2583,208,Sam Kerridge,Blues,"$414,600","$430,800",71,16.5,2018,7
2584,208,James Frawley,Hawks,"$295,900","$308,100",71,23.0,2018,7
2585,208,Matthew Scharenberg,Magpies,"$313,700","$383,500",71,18.5,2018,7
2586,208,Shaun Burgoyne,Hawks,"$285,800","$437,100",71,16.2,2018,7
2587,212,David Armitage,Saints,"$423,400","$318,000",70,22.0,2018,7
2588,212,Nicholas Holman,Suns,"$348,200","$263,500",70,26.6,2018,7
2589,212,Conor McKenna,Bombers,"$167,500","$380,700",70,18.4,2018,7
2590,212,Neville Jetta,Demons,"$194,900","$316,400",70,22.1,2018,7
2591,216,Sam Gilbert,Saints,"$267,100","$359,900",69,19.2,2018,7
2592,216,Ben McNiece,Bombers,"$264,000","$209,700",69,32.9,2018,7
2593,216,Lewis Young,Bulldogs,"$441,300","$238,900",69,28.9,2018,7
2594,216,Daniel Lloyd,Giants,"$253,800","$322,300",69,21.4,2018,7
2595,216,Jake Kolodjashnij,Cats,"$312,200","$316,700",69,21.8,2018,7
2596,216,Bradley Scheer,Suns,"$262,000","$159,400",69,43.3,2018,7
2597,222,Tom Doedee,Crows,"$422,300","$337,300",68,20.2,2018,7
2598,222,Charlie Cameron,Lions,"$427,400","$351,600",68,19.3,2018,7
2599,222,Oscar McDonald,Demons,"$201,900","$335,400",68,20.3,2018,7
2600,222,Jarryd Blair,Magpies,"$328,900","$328,900",68,20.7,2018,7
2601,222,Nathan Wilson,Dockers,"$264,300","$420,300",68,16.2,2018,7
2602,222,David Myers,Bombers,"$289,000","$333,300",68,20.4,2018,7
2603,222,Scott Lycett,Eagles,"$429,900","$397,700",68,17.1,2018,7
2604,229,Daniel McStay,Lions,"$360,800","$285,900",67,23.4,2018,7
2605,229,Aaron Mullett,Blues,"$299,500","$349,800",67,19.2,2018,7
2606,229,Dion Prestia,Tigers,"$518,800","$443,300",67,15.1,2018,7
2607,229,Tim O'Brien,Hawks,"$344,400","$303,300",67,22.1,2018,7
2608,229,Thomas Boyd,Bulldogs,"$364,200","$339,400",67,19.7,2018,7
2609,234,Daniel Talia,Crows,"$354,600","$374,200",66,17.6,2018,7
2610,234,Jed Bews,Cats,"$272,000","$282,200",66,23.4,2018,7
2611,234,Patrick Ryder,Power,"$356,800","$566,500",66,11.7,2018,7
2612,234,Lachlan Fogarty,Cats,"$167,400","$294,800",66,22.4,2018,7
2613,234,Ben Ronke,Swans,"$270,700","$123,900",66,53.3,2018,7
2614,239,Joshua Kennedy,Eagles,"$362,000","$463,500",65,14.0,2018,7
2615,239,Stewart Crameri,Cats,"$286,700","$257,300",65,25.3,2018,7
2616,239,Ben Long,Saints,"$353,900","$269,900",65,24.1,2018,7
2617,239,Oscar McInerney,Lions,"$487,000","$123,900",65,52.5,2018,7
2618,239,Jack Ziebell,Kangaroos,"$356,400","$489,600",65,13.3,2018,7
2619,239,Karl Amon,Power,"$508,300","$346,400",65,18.8,2018,7
2620,239,Brayden Crossley,Suns,"$270,900","$117,300",65,55.4,2018,7
2621,239,Bayley Fritsch,Demons,"$360,600","$238,000",65,27.3,2018,7
2622,239,Jack Watts,Power,"$307,900","$375,400",65,17.3,2018,7
2623,248,Michael Rischitelli,Suns,"$236,300","$207,000",64,30.9,2018,7
2624,248,Matthew Rosa,Suns,"$340,000","$393,300",64,16.3,2018,7
2625,248,Billy Hartung,Kangaroos,"$291,300","$402,900",64,15.9,2018,7
2626,248,Matthew Kreuzer,Blues,"$528,900","$543,300",64,11.8,2018,7
2627,248,Cory Gregson,Cats,"$244,800","$238,200",64,26.9,2018,7
2628,248,Jake Carlisle,Saints,"$340,600","$397,800",64,16.1,2018,7
2629,248,Jake Lever,Demons,"$375,700","$380,900",64,16.8,2018,7
2630,248,Stephen Coniglio,Giants,"$557,700","$549,500",64,11.6,2018,7
2631,256,Scott Pendlebury,Magpies,"$520,700","$572,000",63,11.0,2018,7
2632,256,Jack Hombsch,Power,"$230,200","$302,400",63,20.8,2018,7
2633,256,Connor Blakely,Dockers,"$123,900","$455,700",63,13.8,2018,7
2634,256,Riley Bonner,Power,"$419,500","$314,500",63,20.0,2018,7
2635,256,Aidyn Johnson,Power,"$208,100","$199,700",63,31.5,2018,7
2636,256,Jarryn Geary,Saints,"$241,000","$418,100",63,15.1,2018,7
2637,256,Rory Atkins,Crows,"$203,900","$441,900",63,14.3,2018,7
2638,256,Harry McKay,Blues,"$436,700","$207,800",63,30.3,2018,7
2639,264,Cameron O'Shea,Blues,"$174,900","$173,000",62,35.8,2018,7
2640,264,Ed Vickers-Willis,Kangaroos,"$297,200","$305,800",62,20.3,2018,7
2641,264,Luke McDonald,Kangaroos,"$487,300","$419,000",62,14.8,2018,7
2642,264,Andrew Brayshaw,Dockers,"$615,600","$237,100",62,26.1,2018,7
2643,264,Jeremy Finlayson,Giants,"$456,200","$355,900",62,17.4,2018,7
2644,264,Jordan Cunico,Cats,"$381,500","$246,100",62,25.2,2018,7
2645,264,Lachlan Weller,Suns,"$447,500","$379,400",62,16.3,2018,7
2646,271,Liam Jones,Blues,"$228,100","$364,600",61,16.7,2018,7
2647,271,Jonathon Patton,Giants,"$189,800","$400,800",61,15.2,2018,7
2648,271,Jackson Nelson,Eagles,"$281,000","$229,900",61,26.5,2018,7
2649,271,Luke Ryan,Dockers,"$531,600","$431,900",61,14.1,2018,7
2650,271,Rory Thompson,Suns,"$141,300","$287,900",61,21.2,2018,7
2651,271,Allen Christensen,Lions,"$367,800","$363,300",61,16.8,2018,7
2652,277,Darcy Gardiner,Lions,"$344,400","$341,100",60,17.6,2018,7
2653,278,Brennan Cox,Dockers,"$445,400","$284,200",59,20.8,2018,7
2654,278,Alex Sexton,Suns,"$214,400","$312,700",59,18.9,2018,7
2655,278,Charlie Dixon,Power,"$488,200","$402,700",59,14.7,2018,7
2656,278,Luke Brown,Crows,"$273,100","$430,700",59,13.7,2018,7
2657,278,Bailey Dale,Bulldogs,"$561,100","$318,400",59,18.5,2018,7
2658,278,Shaun Atley,Kangaroos,"$284,400","$423,500",59,13.9,2018,7
2659,278,Nick Vlastuin,Tigers,"$548,200","$421,000",59,14.0,2018,7
2660,278,Nicholas Coffield,Saints,"$208,800","$235,000",59,25.1,2018,7
2661,278,Dean Towers,Swans,"$300,500","$356,400",59,16.6,2018,7
2662,278,Mark Lecras,Eagles,"$314,600","$373,600",59,15.8,2018,7
2663,288,Alex Neal-Bullen,Demons,"$392,200","$370,000",58,15.7,2018,7
2664,288,Jarman Impey,Hawks,"$339,300","$335,600",58,17.3,2018,7
2665,288,Mitch Honeychurch,Bulldogs,"$269,100","$348,800",58,16.6,2018,7
2666,288,Kayne Turner,Kangaroos,"$264,300","$263,300",58,22.0,2018,7
2667,292,Flynn Appleby,Magpies,"$222,900","$121,900",57,46.8,2018,7
2668,292,Jack Billings,Saints,"$405,400","$400,100",57,14.2,2018,7
2669,294,Lin Jong,Bulldogs,"$318,100","$380,300",56,14.7,2018,7
2670,294,Gary Rohan,Swans,"$305,900","$323,800",56,17.3,2018,7
2671,296,Darcy Fogarty,Crows,"$373,400","$174,000",55,31.6,2018,7
2672,296,Zac Bailey,Lions,"$421,100","$153,300",55,35.9,2018,7
2673,296,Zac Fisher,Blues,"$404,900","$373,100",55,14.7,2018,7
2674,296,Darcy Parish,Bombers,"$610,800","$399,500",55,13.8,2018,7
2675,300,Andy Otten,Crows,"$367,500","$399,400",54,13.5,2018,7
2676,300,Matthew De Boer,Giants,"$274,100","$425,000",54,12.7,2018,7
2677,300,Aidan Corr,Giants,"$380,700","$261,200",54,20.7,2018,7
2678,300,Ed Langdon,Dockers,"$435,500","$413,700",54,13.1,2018,7
2679,300,Patrick Lipinski,Bulldogs,"$472,700","$204,000",54,26.5,2018,7
2680,305,Patrick Ambrose,Bombers,"$217,800","$309,700",53,17.1,2018,7
2681,305,Timothy English,Bulldogs,"$581,000","$285,400",53,18.6,2018,7
2682,305,David Mundy,Dockers,"$419,000","$522,100",53,10.2,2018,7
2683,305,Hayden Ballantyne,Dockers,"$257,300","$284,200",53,18.6,2018,7
2684,305,Harrison Himmelberg,Giants,"$499,000","$236,500",53,22.4,2018,7
2685,305,Hugh McCluggage,Lions,"$570,800","$345,700",53,15.3,2018,7
2686,311,Kobe Mutch,Bombers,"$207,400","$123,900",52,42.0,2018,7
2687,311,Andrew Phillips,Blues,"$325,500","$224,300",52,23.2,2018,7
2688,311,Jy Simpkin,Kangaroos,"$500,200","$264,900",52,19.6,2018,7
2689,311,Marley Williams,Kangaroos,"$347,900","$339,100",52,15.3,2018,7
2690,311,Dom Barry,Power,"$182,400","$171,900",52,30.3,2018,7
2691,311,Jarrod Berry,Lions,"$417,300","$342,100",52,15.2,2018,7
2692,317,Sam Rowe,Blues,"$270,800","$295,000",51,17.3,2018,7
2693,317,Nicholas Graham,Blues,"$286,000","$424,400",51,12.0,2018,7
2694,317,Jordan Gallucci,Crows,"$269,900","$219,400",51,23.2,2018,7
2695,317,Lachlan Keeffe,Giants,"$250,000","$123,900",51,41.2,2018,7
2696,321,Harry Morrison,Hawks,"$415,600","$312,700",50,16.0,2018,7
2697,321,Jayden Short,Tigers,"$543,800","$382,200",50,13.1,2018,7
2698,321,Levi Casboult,Blues,"$270,600","$352,000",50,14.2,2018,7
2699,321,Darcy Tucker,Dockers,"$272,500","$314,700",50,15.9,2018,7
2700,321,Bailey Banfield,Dockers,"$233,700","$269,900",50,18.5,2018,7
2701,321,Jake Melksham,Demons,"$316,900","$329,300",50,15.2,2018,7
2702,327,Sam Petrevski-Seton,Blues,"$281,600","$303,100",49,16.2,2018,7
2703,327,Alex Pearce,Dockers,"$328,600","$270,300",49,18.1,2018,7
2704,327,Lachlan Plowman,Blues,"$314,900","$329,100",49,14.9,2018,7
2705,327,Tom Papley,Swans,"$441,800","$391,600",49,12.5,2018,7
2706,331,Hunter Clark,Saints,"$315,200","$180,300",48,26.6,2018,7
2707,331,Matt Eagles,Lions,"$142,100","$123,900",48,38.7,2018,7
2708,331,Jarryd Lyons,Suns,"$500,300","$514,100",48,9.3,2018,7
2709,331,Matthew Kennedy,Blues,"$532,400","$322,900",48,14.9,2018,7
2710,331,Max Spencer,Suns,"$253,400","$267,400",48,18.0,2018,7
2711,331,Jarrod Garlett,Blues,"$249,700","$212,500",48,22.6,2018,7
2712,331,Ethan Hughes,Dockers,"$283,700","$340,600",48,14.1,2018,7
2713,331,Nathan Broad,Tigers,"$454,700","$312,400",48,15.4,2018,7
